fund_name,ticker,date,security_name,CUSIP,price,quantity,clean_mkt_value,dirty_mkt_value,ptf_weight
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Becton, Dickinson And Company 3.363% 06-jun-2024",075887BV,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Becton, Dickinson And Company 3.7% 06-jun-2027",075887BW,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Becton, Dickinson And Company 4.685% 15-dec-2044",075887BG,NA,100000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Berkshire Hathaway Energy Co. 2.375% 15-jan-2021,084659AG,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Berkshire Hathaway Energy Co. 2.375% 15-jan-2021,084659AH,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Berkshire Hathaway Finance Corp. 4.2% 15-aug-2048,084664CQ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Berkshire Hathaway Finance Corp. 4.25% 15-jan-2049,084664CR,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Berkshire Hathaway Inc. 1.15% 15-aug-2018,084670BX,NA,175000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Berkshire Hathaway Inc. 2.2% 15-mar-2021,084670BQ,NA,40000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Berkshire Hathaway Inc. 3.125% 15-mar-2026,084670BS,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Berkshire Hathaway Inc. 4.5% 11-feb-2043,084670BK,101.7450027,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Bhp Billiton Finance (usa) Ltd. 3.85% 30-sep-2023,055451AU,104.5039978,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Biogen Inc. 3.625% 15-sep-2022,09062XAE,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Biogen Inc. 5.2% 15-sep-2045,09062XAD,NA,400000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Bmw Us Capital Llc 1.85% 15-sep-2021,05565EAL,NA,1000000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Bmw Us Capital Llc 2.0% 11-apr-2021,05565EAF,NA,500000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Bmw Us Capital Llc 2.15% 06-apr-2020,05565EAP,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Bmw Us Capital Llc 2.8% 11-apr-2026,05565EAH,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Bmw Us Capital Llc 3.4% 13-aug-2021,05565EBC,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Bmw Us Capital Llc 3.45% 12-apr-2023,05565EAW,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Bnp Paribas S.a. 3.375% 09-jan-2025,09659W2D,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Boeing Company 0.95% 15-may-2018,097023BE,97.26000214,150000,145890.0006,146190.834,0.674045473
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Boston Gas Co. 3.15% 01-aug-2027,100743AK,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Boston Properties Lp 3.65% 01-feb-2026,10112RAX,NA,425000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Boston Scientific Corporation 2.85% 15-may-2020,101137AP,NA,50000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Boston Scientific Corporation 3.375% 15-may-2022,101137AQ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Boston Scientific Corporation 3.45% 01-mar-2024,101137AV,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Boston Scientific Corporation 3.75% 01-mar-2026,101137AW,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Boston Scientific Corporation 3.85% 15-may-2025,101137AR,NA,100000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Boston Scientific Corporation 4.7% 01-mar-2049,101137AU,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Bp Capital Markets America, Inc. 3.41% 11-feb-2026",10373QBE,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Bp Capital Markets America, Inc. 3.79% 06-feb-2024",10373QAD,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Bp Capital Markets America, Inc. 4.234% 06-nov-2028",10373QAE,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Bpce Sa 2.75% 02-dec-2021,05578DAW,NA,450000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Bpce Sa 2.75% 11-jan-2023,05578AAA,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Bpce Sa 4.5% 15-mar-2025,05578QAD,NA,200000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Bpce Sa 5.15% 21-jul-2024,05578QAB,104.7929993,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Bpce Sa 5.7% 22-oct-2023,05578QAA,108.8399963,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Broadcom Corporation 3.0% 15-jan-2022,11134LAC,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Broadcom Corporation 3.0% 15-jan-2022,11134LAD,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Broadcom Corporation 3.5% 15-jan-2028,11134LAQ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Broadcom Corporation 3.5% 15-jan-2028,11134LAR,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Broadcom Corporation 3.625% 15-jan-2024,11134LAE,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Broadcom Corporation 3.625% 15-jan-2024,11134LAF,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Broadcom Corporation 3.875% 15-jan-2027,11134LAG,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Broadcom Corporation 3.875% 15-jan-2027,11134LAH,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Broadcom Inc. 4.75% 15-apr-2029,11135FAB,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Burlington Northern Santa Fe Llc 3.45% 15-sep-2021,12189LAF,103.487999,70000,72441.60467,73353.938,0.338214705
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Burlington Northern Santa Fe Llc 4.15% 15-dec-2048,12189LBD,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Canadian National Railway Company 3.2% 02-aug-2046,136375CK,NA,35000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Canadian National Railway Company 3.65% 03-feb-2048,136375CP,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Canadian Natural Resources Limited 2.95% 15-jan-2023,136385AW,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Canadian Natural Resources Limited 3.85% 01-jun-2027,136385AX,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Canadian Natural Resources Limited 4.95% 01-jun-2047,136385AY,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Caterpillar Financial Services Corporation 1.7% 09-aug-2021,14912L6U,NA,300000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Cboe Global Markets, Inc. 1.95% 28-jun-2019",12503MAB,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Celgene Corporation 3.25% 20-feb-2023,151020BA,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Celgene Corporation 3.875% 15-aug-2025,151020AS,NA,128000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Celgene Corporation 5.0% 15-aug-2045,151020AU,NA,30000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Cenovus Energy Inc. 3.0% 15-aug-2022,15135UAG,97.71900177,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Cenovus Energy Inc. 4.25% 15-apr-2027,15135UAL,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Cenovus Energy Inc. 4.25% 15-apr-2027,15135UAM,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Cenovus Energy Inc. 5.25% 15-jun-2037,15135UAN,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Cenovus Energy Inc. 5.25% 15-jun-2037,15135UAP,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Cenovus Energy Inc. 5.4% 15-jun-2047,15135UAQ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Cenovus Energy Inc. 5.4% 15-jun-2047,15135UAR,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Centerpoint Energy Houston Electric, Llc 2.25% 01-aug-2022",15189XAL,95.28399658,150000,142925.9999,144613.5,0.666772822
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Centerpoint Energy, Inc. 2.5% 01-sep-2022",15189TAR,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Centerpoint Energy, Inc. 3.85% 01-feb-2024",15189TAU,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Centerpoint Energy, Inc. 4.25% 01-nov-2028",15189TAV,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Charter Communications Operating Capital Corp. 3.579% 23-jul-2020,161175AX,NA,200000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Charter Communications Operating Capital Corp. 4.908% 23-jul-2025,161175AY,NA,240000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Charter Communications Operating Llc 3.75% 15-feb-2028,161175BE,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Charter Communications Operating Llc 3.75% 15-feb-2028,161175BJ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Charter Communications Operating Llc 4.2% 15-mar-2028,161175BG,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Charter Communications Operating Llc 4.2% 15-mar-2028,161175BK,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Charter Communications Operating Llc 5.375% 01-may-2047,161175BD,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Charter Communications Operating Llc 5.375% 01-may-2047,161175BL,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Charter Communications Operating Llc 5.75% 01-apr-2048,161175BN,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Chevron Corporation 1.561% 16-may-2019,166764BH,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Chevron Corporation 2.1% 16-may-2021,166764BG,NA,800000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Chevron Corporation 2.498% 03-mar-2022,166764BN,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Chevron Corporation 2.954% 16-may-2026,166764BL,NA,850000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Chevron Phillips Chemical Co. Llc 3.3% 01-may-2023,166754AQ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Chevron Phillips Chemical Co. Llc 3.7% 01-jun-2028,166754AS,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Chubb Ina Holdings, Inc. 2.3% 03-nov-2020",00440EAT,NA,50000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Chubb Ina Holdings, Inc. 2.875% 03-nov-2022",00440EAU,NA,15000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Chubb Ina Holdings, Inc. 3.15% 15-mar-2025",00440EAS,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Chubb Ina Holdings, Inc. 3.35% 03-may-2026",00440EAV,NA,50000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Chubb Ina Holdings, Inc. 4.35% 03-nov-2045",00440EAW,NA,20000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Cigna Corporation 3.75% 15-jul-2023,40573LAL,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Cigna Corporation 4.375% 15-oct-2028,40573LAS,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Cigna Corporation 4.8% 15-aug-2038,40573LAU,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Cigna Corporation 4.9% 15-dec-2048,40573LAW,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Cisco Systems, Inc. 1.85% 20-sep-2021",17275RBJ,NA,550000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Citibank, National Association 3.4% 23-jul-2021",17325FAQ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Citigroup Inc. 2.7% 27-oct-2022,172967LQ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Citigroup Inc. 2.9% 08-dec-2021,172967LC,NA,875000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Citigroup Inc. 3.2% 21-oct-2026,172967KY,NA,1100000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Citigroup Inc. 3.668% 24-jul-2028,172967LP,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Citigroup Inc. 3.887% 10-jan-2028,172967LD,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Citigroup Inc. 3.98% 20-mar-2030,172967ME,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Citigroup Inc. 4.044% 01-jun-2024,172967LZ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Citigroup Inc. 4.075% 23-apr-2029,172967LW,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Citigroup Inc. 4.65% 23-jul-2048,172967MD,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Citigroup Inc. Frn 08-dec-2021,172967LB,NA,200000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Cleveland Electric Illuminating Company 3.5% 01-apr-2028,186108CK,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Cme Group Inc. 3.75% 15-jun-2028,12572QAJ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Cme Group Inc. 4.15% 15-jun-2048,12572QAH,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Cms Energy Corporation 2.95% 15-feb-2027,125896BR,NA,200000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Cms Energy Corporation 3.0% 15-may-2026,125896BQ,NA,700000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Cms Energy Corporation 3.45% 15-aug-2027,125896BS,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Cms Energy Corporation 3.6% 15-nov-2025,125896BP,NA,250000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Cms Energy Corporation 5.05% 15-mar-2022,125896BK,112.7949982,205000,231229.734,235140.6785,1.084168586
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Cms Energy Corporation 8.75% 15-jun-2019,125896BC,128.401001,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Coca-cola Company 1.375% 30-may-2019,191216BV,NA,525000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Coca-cola Company 1.55% 01-sep-2021,191216BY,NA,475000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Coca-cola Company 2.2% 25-may-2022,191216CF,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Colbun S.a. 3.95% 11-oct-2027,192714AC,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Colbun S.a. 4.5% 10-jul-2024,P2867KAE,99.40799713,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Colbun S.a. 6.0% 21-jan-2020,192714AA,111.0350037,150000,166552.505,166802.505,0.769080183
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Colgate-palmolive Company 2.25% 15-nov-2022,19416QEL,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Colgate-palmolive Company 2.3% 03-may-2022,19416QDZ,96.7009964,1000000,967009.9779,972632.2,4.484537867
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Colgate-palmolive Company 2.95% 01-nov-2020,19416QDR,102.927002,90000,92634.3,93298.05,0.430171485
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Comcast Corporation 3.0% 01-feb-2024,20030NBX,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Comcast Corporation 3.15% 15-feb-2028,20030NCA,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Comcast Corporation 3.3% 01-feb-2027,20030NBY,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Comcast Corporation 3.95% 15-oct-2025,20030NCS,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Comcast Corporation 4.0% 01-mar-2048,20030NCK,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Comcast Corporation 4.0% 15-aug-2047,20030NBZ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Comcast Corporation 4.15% 15-oct-2028,20030NCT,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Comcast Corporation 4.6% 15-oct-2038,20030NCL,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Comcast Corporation 4.7% 15-oct-2048,20030NCM,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Comcast Corporation 4.75% 01-mar-2044,20030NBK,104.5319977,150000,156798.0166,159865.725,0.73709661
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Comision Federal De Electricidad Sa De Cv 4.75% 23-feb-2027,200447AF,NA,700000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Commonwealth Edison Company 2.55% 15-jun-2026,202795JH,NA,75000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Commonwealth Edison Company 2.95% 15-aug-2027,202795JK,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Commonwealth Edison Company 3.7% 15-aug-2028,202795JN,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Conagra Brands, Inc. 4.3% 01-may-2024",205887CA,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Conagra Brands, Inc. 4.6% 01-nov-2025",205887CB,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Conagra Brands, Inc. 4.85% 01-nov-2028",205887CC,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Conagra Brands, Inc. 5.4% 01-nov-2048",205887CE,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Concho Resources Inc. 4.3% 15-aug-2028,20605PAK,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Concho Resources Inc. 4.85% 15-aug-2048,20605PAL,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Connecticut Light And Power Company 4.0% 01-apr-2048,207597EL,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Connecticut Light And Power Company 4.3% 15-apr-2044,207597EG,101.9909973,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Conocophillips 4.2% 15-mar-2021,20826FAS,NA,70000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Conocophillips 4.95% 15-mar-2026,20826FAQ,NA,655000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Conocophillips 5.95% 15-mar-2046,20826FAR,NA,25000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Consolidated Edison Company Of New York, Inc. 4.5% 15-may-2058",209111FQ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Consolidated Edison Company Of New York, Inc. 4.65% 01-dec-2048",209111FT,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Constellation Brands, Inc. 2.25% 06-nov-2020",21036PAV,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Constellation Brands, Inc. 2.65% 07-nov-2022",21036PAW,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Constellation Brands, Inc. 2.7% 09-may-2022",21036PAR,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Constellation Brands, Inc. 3.2% 15-feb-2023",21036PAX,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Constellation Brands, Inc. 3.5% 09-may-2027",21036PAS,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Constellation Brands, Inc. 3.6% 15-feb-2028",21036PAY,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Constellation Brands, Inc. 4.1% 15-feb-2048",21036PAZ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Constellation Brands, Inc. 4.5% 09-may-2047",21036PAT,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Consumers Energy Company 4.35% 15-apr-2049,210518DD,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Continental Airlines Series 1997-4 6.9% 02-jan-2018,210805BU,NA,31852,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Continental Airlines Series 2000-2 7.707% 02-apr-2021,210805DD,NA,73732,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Cooperatieve Rabobank Ua (new York Branch) 2.75% 10-jan-2022,21688AAJ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Cooperatieve Rabobank Ua 2.75% 10-jan-2023,21688AAL,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,CORPORATE BOND,LS000003,1,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Corporate Office Properties, L.p. 3.6% 15-may-2023",22003BAG,95.72699738,50000,47863.50199,48243.502,0.222437435
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Corporate Office Properties, L.p. 5.0% 01-jul-2025",22003BAK,NA,30000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Corporate Office Properties, L.p. 5.25% 15-feb-2024",22003BAH,106.7659988,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Costco Wholesale Corporation 2.15% 18-may-2021,22160KAJ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Costco Wholesale Corporation 2.3% 18-may-2022,22160KAK,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Costco Wholesale Corporation 2.75% 18-may-2024,22160KAL,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Costco Wholesale Corporation 3.0% 18-may-2027,22160KAM,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Credit Agricole 4.375% 17-mar-2025,225313AF,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Credit Agricole Sa (london Branch) 3.375% 10-jan-2022,22535WAA,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Credit Agricole Sa (london Branch) 3.75% 24-apr-2023,22535WAE,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Credit Suisse Group Ag 3.869% 12-jan-2029,225401AF,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Credit Suisse Group Ag 4.207% 12-jun-2024,225401AG,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Credit Suisse Group Ag 4.282% 09-jan-2028,225401AC,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Credit Suisse Group Funding (guernsey) Ltd. 2.997% 14-dec-2023,225401AD,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Credit Suisse Group Funding (guernsey) Ltd. 3.8% 09-jun-2023,225433AT,NA,725000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Credit Suisse Group Funding (guernsey) Ltd. 4.55% 17-apr-2026,225433AR,NA,500000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Crown Castle International Corp. 2.25% 01-sep-2021,22822VAD,NA,425000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Csx Corporation 3.8% 01-mar-2028,126408HJ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Csx Corporation 4.25% 15-mar-2029,126408HM,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Csx Corporation 4.5% 15-mar-2049,126408HP,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Csx Corporation 4.75% 15-nov-2048,126408HN,NA,NA,NA,NA,0
