fund_name,ticker,date,security_name,CUSIP,price,quantity,clean_mkt_value,dirty_mkt_value,ptf_weight
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Cenovus Energy Inc. 4.25% 15-apr-2027,15135UAL,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Cenovus Energy Inc. 4.25% 15-apr-2027,15135UAM,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Cenovus Energy Inc. 5.25% 15-jun-2037,15135UAN,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Cenovus Energy Inc. 5.25% 15-jun-2037,15135UAP,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Cenovus Energy Inc. 5.4% 15-jun-2047,15135UAQ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Cenovus Energy Inc. 5.4% 15-jun-2047,15135UAR,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,"Centerpoint Energy Houston Electric, Llc 2.25% 01-aug-2022",15189XAL,95.01699829,150000,142525.5,143078.625,0.638951314
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,"Centerpoint Energy, Inc. 2.5% 01-sep-2022",15189TAR,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,"Centerpoint Energy, Inc. 3.85% 01-feb-2024",15189TAU,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,"Centerpoint Energy, Inc. 4.25% 01-nov-2028",15189TAV,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Charter Communications Operating Capital Corp. 3.579% 23-jul-2020,161175AX,NA,200000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Charter Communications Operating Capital Corp. 4.908% 23-jul-2025,161175AY,NA,240000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Charter Communications Operating Llc 3.75% 15-feb-2028,161175BE,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Charter Communications Operating Llc 3.75% 15-feb-2028,161175BJ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Charter Communications Operating Llc 4.2% 15-mar-2028,161175BG,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Charter Communications Operating Llc 4.2% 15-mar-2028,161175BK,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Charter Communications Operating Llc 5.375% 01-may-2047,161175BD,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Charter Communications Operating Llc 5.375% 01-may-2047,161175BL,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Charter Communications Operating Llc 5.75% 01-apr-2048,161175BN,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Chevron Corporation 1.561% 16-may-2019,166764BH,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Chevron Corporation 2.1% 16-may-2021,166764BG,NA,800000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Chevron Corporation 2.498% 03-mar-2022,166764BN,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Chevron Corporation 2.954% 16-may-2026,166764BL,NA,850000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Chevron Phillips Chemical Co. Llc 3.3% 01-may-2023,166754AQ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Chevron Phillips Chemical Co. Llc 3.7% 01-jun-2028,166754AS,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,"Chubb Ina Holdings, Inc. 2.3% 03-nov-2020",00440EAT,NA,50000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,"Chubb Ina Holdings, Inc. 2.875% 03-nov-2022",00440EAU,NA,15000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,"Chubb Ina Holdings, Inc. 3.15% 15-mar-2025",00440EAS,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,"Chubb Ina Holdings, Inc. 3.35% 03-may-2026",00440EAV,NA,50000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,"Chubb Ina Holdings, Inc. 4.35% 03-nov-2045",00440EAW,NA,20000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Cigna Corporation 3.75% 15-jul-2023,40573LAL,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Cigna Corporation 4.375% 15-oct-2028,40573LAS,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Cigna Corporation 4.8% 15-aug-2038,40573LAU,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Cigna Corporation 4.9% 15-dec-2048,40573LAW,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,"Cisco Systems, Inc. 1.85% 20-sep-2021",17275RBJ,NA,550000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,"Citibank, National Association 3.4% 23-jul-2021",17325FAQ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Citigroup Inc. 2.7% 27-oct-2022,172967LQ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Citigroup Inc. 2.9% 08-dec-2021,172967LC,NA,875000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Citigroup Inc. 3.2% 21-oct-2026,172967KY,NA,1100000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Citigroup Inc. 3.668% 24-jul-2028,172967LP,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Citigroup Inc. 3.887% 10-jan-2028,172967LD,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Citigroup Inc. 3.98% 20-mar-2030,172967ME,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Citigroup Inc. 4.044% 01-jun-2024,172967LZ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Citigroup Inc. 4.075% 23-apr-2029,172967LW,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Citigroup Inc. 4.65% 23-jul-2048,172967MD,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Citigroup Inc. Frn 08-dec-2021,172967LB,NA,200000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Cleveland Electric Illuminating Company 3.5% 01-apr-2028,186108CK,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Cme Group Inc. 3.75% 15-jun-2028,12572QAJ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Cme Group Inc. 4.15% 15-jun-2048,12572QAH,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Cms Energy Corporation 2.95% 15-feb-2027,125896BR,NA,200000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Cms Energy Corporation 3.0% 15-may-2026,125896BQ,NA,700000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Cms Energy Corporation 3.45% 15-aug-2027,125896BS,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Cms Energy Corporation 3.6% 15-nov-2025,125896BP,NA,250000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Cms Energy Corporation 5.05% 15-mar-2022,125896BK,111.7399979,205000,229067.0068,229498.361,1.024879009
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Cms Energy Corporation 8.75% 15-jun-2019,125896BC,126.9670029,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Coca-cola Company 1.375% 30-may-2019,191216BV,NA,525000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Coca-cola Company 1.55% 01-sep-2021,191216BY,NA,475000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Coca-cola Company 2.2% 25-may-2022,191216CF,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Colbun S.a. 3.95% 11-oct-2027,192714AC,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Colbun S.a. 4.5% 10-jul-2024,P2867KAE,99.09100342,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Colbun S.a. 6.0% 21-jan-2020,192714AA,110.4660034,150000,165699,167424,0.747671323
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Colgate-palmolive Company 2.25% 15-nov-2022,19416QEL,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Colgate-palmolive Company 2.3% 03-may-2022,19416QDZ,96.51899719,1000000,965189.9936,974581.66,4.352224047
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Colgate-palmolive Company 2.95% 01-nov-2020,19416QDR,103.8880005,90000,93499.20703,94598.082,0.422450026
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Comcast Corporation 3.0% 01-feb-2024,20030NBX,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Comcast Corporation 3.15% 15-feb-2028,20030NCA,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Comcast Corporation 3.3% 01-feb-2027,20030NBY,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Comcast Corporation 3.95% 15-oct-2025,20030NCS,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Comcast Corporation 4.0% 01-mar-2048,20030NCK,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Comcast Corporation 4.0% 15-aug-2047,20030NBZ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Comcast Corporation 4.15% 15-oct-2028,20030NCT,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Comcast Corporation 4.6% 15-oct-2038,20030NCL,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Comcast Corporation 4.7% 15-oct-2048,20030NCM,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Comcast Corporation 4.75% 01-mar-2044,20030NBK,105.4980011,150000,158247.0017,158820.96,0.70925242
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Comision Federal De Electricidad Sa De Cv 4.75% 23-feb-2027,200447AF,NA,700000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Commonwealth Edison Company 2.55% 15-jun-2026,202795JH,NA,75000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Commonwealth Edison Company 2.95% 15-aug-2027,202795JK,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Commonwealth Edison Company 3.7% 15-aug-2028,202795JN,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,"Conagra Brands, Inc. 4.3% 01-may-2024",205887CA,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,"Conagra Brands, Inc. 4.6% 01-nov-2025",205887CB,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,"Conagra Brands, Inc. 4.85% 01-nov-2028",205887CC,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,"Conagra Brands, Inc. 5.4% 01-nov-2048",205887CE,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Concho Resources Inc. 4.3% 15-aug-2028,20605PAK,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Concho Resources Inc. 4.85% 15-aug-2048,20605PAL,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Connecticut Light And Power Company 4.0% 01-apr-2048,207597EL,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Connecticut Light And Power Company 4.3% 15-apr-2044,207597EG,102.2949982,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Conocophillips 4.2% 15-mar-2021,20826FAS,NA,70000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Conocophillips 4.95% 15-mar-2026,20826FAQ,NA,655000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Conocophillips 5.95% 15-mar-2046,20826FAR,NA,25000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,"Consolidated Edison Company Of New York, Inc. 4.5% 15-may-2058",209111FQ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,"Consolidated Edison Company Of New York, Inc. 4.65% 01-dec-2048",209111FT,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,"Constellation Brands, Inc. 2.25% 06-nov-2020",21036PAV,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,"Constellation Brands, Inc. 2.65% 07-nov-2022",21036PAW,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,"Constellation Brands, Inc. 2.7% 09-may-2022",21036PAR,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,"Constellation Brands, Inc. 3.2% 15-feb-2023",21036PAX,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,"Constellation Brands, Inc. 3.5% 09-may-2027",21036PAS,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,"Constellation Brands, Inc. 3.6% 15-feb-2028",21036PAY,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,"Constellation Brands, Inc. 4.1% 15-feb-2048",21036PAZ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,"Constellation Brands, Inc. 4.5% 09-may-2047",21036PAT,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Consumers Energy Company 4.35% 15-apr-2049,210518DD,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Continental Airlines Series 1997-4 6.9% 02-jan-2018,210805BU,NA,31852,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Continental Airlines Series 2000-2 7.707% 02-apr-2021,210805DD,NA,73732,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Cooperatieve Rabobank Ua (new York Branch) 2.75% 10-jan-2022,21688AAJ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Cooperatieve Rabobank Ua 2.75% 10-jan-2023,21688AAL,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,CORPORATE BOND,LS000003,1,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,"Corporate Office Properties, L.p. 3.6% 15-may-2023",22003BAG,95.64199829,50000,47820.99998,48496,0.216570315
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,"Corporate Office Properties, L.p. 5.0% 01-jul-2025",22003BAK,NA,30000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,"Corporate Office Properties, L.p. 5.25% 15-feb-2024",22003BAH,106.5759964,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Costco Wholesale Corporation 2.15% 18-may-2021,22160KAJ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Costco Wholesale Corporation 2.3% 18-may-2022,22160KAK,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Costco Wholesale Corporation 2.75% 18-may-2024,22160KAL,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Costco Wholesale Corporation 3.0% 18-may-2027,22160KAM,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Credit Agricole 4.375% 17-mar-2025,225313AF,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Credit Agricole Sa (london Branch) 3.375% 10-jan-2022,22535WAA,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Credit Agricole Sa (london Branch) 3.75% 24-apr-2023,22535WAE,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Credit Suisse Group Ag 3.869% 12-jan-2029,225401AF,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Credit Suisse Group Ag 4.207% 12-jun-2024,225401AG,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Credit Suisse Group Ag 4.282% 09-jan-2028,225401AC,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Credit Suisse Group Funding (guernsey) Ltd. 2.997% 14-dec-2023,225401AD,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Credit Suisse Group Funding (guernsey) Ltd. 3.8% 09-jun-2023,225433AT,NA,725000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Credit Suisse Group Funding (guernsey) Ltd. 4.55% 17-apr-2026,225433AR,NA,500000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Crown Castle International Corp. 2.25% 01-sep-2021,22822VAD,NA,425000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Csx Corporation 3.8% 01-mar-2028,126408HJ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Csx Corporation 4.25% 15-mar-2029,126408HM,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Csx Corporation 4.5% 15-mar-2049,126408HP,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Csx Corporation 4.75% 15-nov-2048,126408HN,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Cvs Health Corporation 3.35% 09-mar-2021,126650DC,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Cvs Health Corporation 3.7% 09-mar-2023,126650CV,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Cvs Health Corporation 4.1% 25-mar-2025,126650CW,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Cvs Health Corporation 4.3% 25-mar-2028,126650CX,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Cvs Health Corporation 4.78% 25-mar-2038,126650CY,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Cvs Health Corporation 5.05% 25-mar-2048,126650CZ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Daimler Finance North America Llc 1.5% 05-jul-2019,233851CF,NA,300000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Daimler Finance North America Llc 2.0% 06-jul-2021,233851CH,NA,350000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Daimler Finance North America Llc 2.2% 30-oct-2021,233851CK,NA,500000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Daimler Finance North America Llc 2.25% 02-mar-2020,233851BR,NA,225000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Daimler Finance North America Llc 2.3% 12-feb-2021,233851CZ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Daimler Finance North America Llc 2.45% 18-may-2020,233851BV,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Daimler Finance North America Llc 2.7% 03-aug-2020,233851CA,NA,250000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Daimler Finance North America Llc 2.85% 06-jan-2022,233851CS,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Daimler Finance North America Llc 3.35% 22-feb-2023,233851DD,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Daimler Finance North America Llc 3.5% 03-aug-2025,233851CB,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Daimler Finance North America Llc 3.65% 22-feb-2024,233851DS,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Danske Bank A/s 2.0% 08-sep-2021,23636AAH,NA,205000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Danske Bank A/s 2.7% 02-mar-2022,23636AAM,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Danske Bank A/s 2.8% 10-mar-2021,23636AAE,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Dct Industrial Operating Partnership Lp 4.5% 15-oct-2023,233150AC,101.9830017,60000,61189.79995,62427.3,0.278783818
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Deutsche Telekom International Finance Bv 1.95% 19-sep-2021,25156PAU,NA,250000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Deutsche Telekom International Finance Bv 2.485% 19-sep-2023,25156PAV,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Deutsche Telekom International Finance Bv 2.82% 19-jan-2022,25156PAY,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Deutsche Telekom International Finance Bv 3.6% 19-jan-2027,25156PBA,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Deutsche Telekom International Finance Bv 4.375% 21-jun-2028,25156PBB,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Deutsche Telekom International Finance Bv 6.0% 08-jul-2019,25156PAN,115.6220016,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Deutsche Telekom International Finance Bv 6.75% 20-aug-2018,25156PAL,116.7549973,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Devon Energy Corporation 5.0% 15-jun-2045,25179MAU,NA,45000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Devon Energy Corporation 5.85% 15-dec-2025,25179MAV,NA,285000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,"Diamond Offshore Drilling, Inc. 4.875% 01-nov-2043",25271CAN,92.69499969,305000,282719.7369,288873.7472,1.290033786
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Discover Bank 3.35% 06-feb-2023,25466AAK,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Discovery Communications Llc 2.95% 20-mar-2023,25470DAQ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Discovery Communications Llc 3.95% 20-mar-2028,25470DAR,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Dnb Bank Asa 2.375% 02-jun-2021,23341CAA,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,"Dominion Energy South Carolina, Inc. 3.5% 15-aug-2021",837004CL,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,"Dominion Energy South Carolina, Inc. 4.1% 15-jun-2046",837004CK,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,"Dominion Energy South Carolina, Inc. 4.25% 15-aug-2028",837004CM,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,"Dominion Energy South Carolina, Inc. 4.35% 01-feb-2042",837004CF,101.5350037,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,"Dominion Energy South Carolina, Inc. 5.3% 15-may-2033",837004BX,113.3509979,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,"Dominion Energy South Carolina, Inc. 5.45% 01-feb-2041",837004CE,119.0019989,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,"Dominion Energy, Inc. 1.875% 15-dec-2018",25746UCP,NA,500000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,"Dominion Energy, Inc. 2.579% 01-jul-2020",25746UCT,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,"Dominion Energy, Inc. 2.75% 15-jan-2022",25746UCR,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,"Dominion Energy, Inc. 2.962% 01-jul-2019",25746UBU,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,"Dominion Energy, Inc. 4.104% 01-apr-2021",25746UBT,NA,170000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Dow Chemical Company 4.125% 15-nov-2021,260543CF,105.0780029,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Dow Chemical Company 4.55% 30-nov-2025,260543CM,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Dow Chemical Company 4.625% 01-oct-2044,260543CL,96.24199677,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Dow Chemical Company 4.8% 30-nov-2028,260543CQ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Dow Chemical Company 5.55% 30-nov-2048,260543CP,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Dte Electric Company 3.95% 01-mar-2049,23338VAJ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Dte Electric Company 4.05% 15-may-2048,23338VAH,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Dte Energy Company 3.3% 15-jun-2022,233331AV,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Dte Energy Company 3.7% 01-aug-2023,233331BA,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,"Duke Energy Carolinas, Llc 3.7% 01-dec-2047",26442CAT,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Duke Energy Corporation 2.65% 01-sep-2026,26441CAS,NA,1420000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Duke Energy Corporation 3.75% 01-sep-2046,26441CAT,NA,165000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Duke Energy Corporation 3.95% 15-aug-2047,26441CAY,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,30-Sep-14,Duke Energy Florida Llc 3.8% 15-jul-2028,26444HAE,NA,NA,NA,NA,0
